disease,fever,cough,fatigue,headache,sore_throat,shortness_of_breath,loss_of_taste_smell,nausea,dizziness,chest_pain,muscle_aches,chills,congestion,diarrhea,vomiting,stomach_pain,rash,joint_pain,visual_disturbances,confusion
Healthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lyme Disease,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
COVID-19,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
Flu,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Common Cold,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Flu,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Heart Issue,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Unknown Severe,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
Unknown Mild,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Food Poisoning,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
Common Cold,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Migraine,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Healthy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Healthy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Unknown Severe,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Healthy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Unknown Severe,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Flu,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Heart Issue,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Healthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Unknown Severe,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Unknown Severe,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
COVID-19,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Healthy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
Unknown Mild,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Common Cold,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Healthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lyme Disease,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
Food Poisoning,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
Migraine,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Unknown Mild,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Flu,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
Healthy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Unknown Severe,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Flu,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Healthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Unknown Mild,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
COVID-19,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Unknown Mild,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Healthy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
Lyme Disease,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
Unknown Severe,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
Flu,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Unknown Mild,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
Healthy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Migraine,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Unknown Mild,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Common Cold,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Unknown Mild,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Common Cold,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
Food Poisoning,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
Healthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lyme Disease,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Common Cold,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Unknown Mild,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
Healthy,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Common Cold,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Unknown Mild,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Common Cold,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
Lyme Disease,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Unknown Mild,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Healthy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Unknown Mild,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Common Cold,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Healthy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown Severe,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Healthy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Healthy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Healthy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown Mild,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Healthy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Unknown Severe,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0
Common Cold,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
Unknown Severe,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0
Unknown Severe,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Unknown Severe,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0
Heart Issue,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Healthy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Unknown Mild,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Common Cold,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Unknown Mild,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Heart Issue,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Unknown Mild,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
COVID-19,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Lyme Disease,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
Migraine,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Unknown Severe,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Unknown Severe,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Unknown Mild,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Unknown Severe,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
COVID-19,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
Unknown Mild,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Unknown Severe,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
Flu,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
Migraine,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
Heart Issue,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
COVID-19,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
Common Cold,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Common Cold,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
Lyme Disease,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Unknown Mild,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
Unknown Severe,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
Common Cold,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Healthy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Heart Issue,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Healthy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
Unknown Severe,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0
Lyme Disease,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Food Poisoning,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
COVID-19,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Healthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Flu,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
Unknown Mild,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Unknown Severe,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
COVID-19,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Unknown Severe,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Unknown Severe,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Flu,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Lyme Disease,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
Healthy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flu,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
Unknown Severe,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Unknown Severe,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Food Poisoning,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Unknown Mild,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Common Cold,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
Heart Issue,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Unknown Mild,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Healthy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown Mild,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Unknown Mild,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Flu,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
Food Poisoning,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
Healthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lyme Disease,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Lyme Disease,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1
Unknown Severe,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
Flu,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
Common Cold,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Unknown Severe,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
Unknown Severe,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
Unknown Mild,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Healthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Lyme Disease,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Healthy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Unknown Mild,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Common Cold,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Unknown Mild,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Food Poisoning,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0
Food Poisoning,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0
Healthy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Healthy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Lyme Disease,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
Common Cold,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
COVID-19,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
COVID-19,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Unknown Mild,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
Migraine,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Unknown Severe,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Healthy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heart Issue,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Flu,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Common Cold,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0
Food Poisoning,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
Healthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
